soil_type,rainfall_mm,temp_high_c,temp_low_c,humidity_percent,sunlight_hours,wind_speed_kmph,temp_avg_c,recommended_crop
Black,124.6,28.2,10.1,36.9,10.5,2.4,19.2,Rice
Clayey,48.6,34.3,15.6,82.1,6.4,13.5,25,Sugarcane
Laterite,289,29.7,23.8,64.7,6.3,26,26.8,Rice
Loamy,203.5,28.5,16.5,86.7,10.2,14.1,22.5,Maize
Calcareous,360.7,28.5,23.5,88.6,7,2.1,26,Groundnut
Loamy,393.4,37.4,12.9,20.2,10.5,6.4,25.2,Bajra
Black,171.7,27.9,17.7,28.4,11.9,14.2,22.8,Groundnut
Saline,177.9,26.7,22.9,58.3,11.8,20.7,24.8,Rice
Sandy,175,26.8,16.8,86.9,9.3,6.6,21.8,Barley
Laterite,143.3,23.9,17.3,89.6,7,14.5,20.6,Bajra
Sandy,317,37.2,19.3,59.7,4.5,2.4,28.2,Mustard
Alluvial,308.4,22.9,22.6,32.2,9.9,15.4,22.8,Barley
Clayey,201.9,38.2,6.8,31.4,11.8,27.1,22.5,Soybean
Saline,37,25.7,11.7,73.5,4.5,18.7,18.7,Chana
Alluvial,137.6,38,13,61.4,4,14.3,25.5,Wheat
Peaty,131.1,35.8,23.2,58.4,10.7,6.5,29.5,Chana
Clayey,328.2,31.6,24.1,52.6,4.8,7.7,27.8,Groundnut
Loamy,53.3,33.4,7.4,70.8,4.7,4.1,20.4,Rice
Calcareous,326.2,26.5,7.4,80.1,11.3,22.8,17,Wheat
Laterite,274.3,31.5,23.7,41.2,4.6,4.2,27.6,Soybean
Black,298.3,25.8,10.9,35.5,4.9,12.8,18.4,Maize
Black,184.2,28,9.8,66.9,8.6,23,18.9,Tur
Loamy,278.3,35.3,5.7,84,10.1,22,20.5,Sesame
Red,251.4,24.9,10.5,44.4,7.2,18.2,17.7,Cotton
Black,312.2,36.8,18.9,39.1,7.4,18,27.8,Cotton
Laterite,189.8,27.5,13.5,35.8,9.1,4.5,20.5,Mustard
Loamy,199.7,30.6,15.3,37.8,8,6.9,23,Maize
Saline,264.6,38.8,23.3,29.4,4.1,17,31,Soybean
Black,61.1,33.6,7.3,61.8,4.9,11.7,20.4,Sesame
Sandy,185.8,32.9,6.4,39.7,8.7,2.5,19.6,Bajra
Loamy,389.3,34.2,22,63,10.3,24.3,28.1,Barley
Laterite,34.3,38.4,20.5,25.8,10.1,20.3,29.4,Bajra
Sandy,140.1,25,10.3,28.1,9.9,11.1,17.6,Rice
Clayey,139.4,32.3,11.5,57.5,10.2,4.7,21.9,Tur
Clayey,260.7,28,11.2,55.8,4.4,18.6,19.6,Barley
Black,60.2,20.2,18,39,11.2,11.8,19.1,Maize
Sandy,258.8,22.5,6.2,77.9,11.1,9.2,14.4,Bajra
Calcareous,56.1,26.5,14.8,33.1,8.3,22.2,20.6,Mustard
Clayey,56.1,31.3,7.7,45.2,6,11.2,19.5,Barley
Calcareous,296.7,37.6,21.4,58.9,8.7,5.8,29.5,Wheat
Saline,143.2,35.8,12.6,80.7,8.5,15.5,24.2,Bajra
Loamy,391.4,31.1,15.6,49.3,5.8,25.2,23.4,Mustard
Alluvial,34.2,21.5,5.6,47.9,8.8,25.8,13.6,Chana
Laterite,189.1,25.7,6.2,60.6,10.4,25.8,16,Rice
Loamy,63,27.3,18.5,42.2,10.4,13.8,22.9,Sesame
Laterite,153.5,32.4,20.3,69.6,4.5,24.1,26.4,Rice
Sandy,399.3,21.3,19.2,37.4,5.6,25.8,20.2,Maize
Saline,357.8,30.6,19.7,77.6,9.3,14.9,25.2,Maize
Peaty,38.4,38,7.1,39.1,10.9,10.9,22.6,Barley
Black,234,34.1,18.9,89.5,8.2,21.7,26.5,Cotton
Laterite,266.2,35.9,8.6,42.2,9.7,27.3,22.2,Wheat
Laterite,99.6,33.6,7,81.5,4.2,29.2,20.3,Mustard
Sandy,75.1,24.1,20.1,47.8,8.9,10.1,22.1,Groundnut
Calcareous,363.7,22.2,22.8,37.2,11.7,28.8,22.5,Maize
Loamy,388.2,36.6,19.3,35.8,9.3,16,28,Rice
Peaty,396.9,33.9,21.1,79.5,11.4,10.6,27.5,Groundnut
Red,320.1,31.5,24.8,41.6,8.5,29.7,28.2,Bajra
Black,272.1,23.8,7.7,43.7,10.7,26.6,15.8,Chana
Alluvial,151.4,32.1,24.3,33.8,5,21.4,28.2,Wheat
Red,85.1,20.6,17,87.3,5,27.1,18.8,Sesame
Loamy,50,22.4,21.3,37.1,5,21.1,21.8,Maize
Black,283.5,26.2,18,37.3,7.9,14.3,22.1,Sesame
Laterite,318.2,28.9,16.4,86.1,6.6,28.5,22.6,Rice
Alluvial,334.1,22.4,19.1,83.1,9.8,29,20.8,Maize
Calcareous,367.2,22.4,11.4,37.4,11.2,10.8,16.9,Cotton
Peaty,354.4,34.5,23.5,80.5,9,11.9,29,Rice
Calcareous,399.9,31.4,7.3,37.5,5.7,12.7,19.3,Sugarcane
Saline,112.7,30.7,11.4,25.9,11.4,25,21,Wheat
Sandy,310.1,29,5.6,77.4,8.2,24.2,17.3,Sugarcane
Black,242.9,39.5,10.4,74,9.8,29.5,25,Soybean
Calcareous,119.3,21,9.4,40.6,11.1,15,15.2,Chana
Red,393.1,23.6,6,26.3,11.9,22.6,14.8,Maize
Sandy,361.2,33,14.8,34.5,8,26,23.9,Chana
Calcareous,68.8,22.7,14.4,74,10.5,8.2,18.6,Rice
Clayey,29.9,31.8,6.6,87.5,8.5,19.4,19.2,Tur
Saline,281.6,31.4,10.2,38.1,7.9,17.3,20.8,Wheat
Loamy,249.6,39.4,24.1,77.3,8.3,22.8,31.8,Maize
Peaty,375.6,37.7,7.2,36,7.9,21.5,22.5,Bajra
Saline,108.9,38.9,11.1,67.6,7.4,24.8,25,Chana
Sandy,52.1,22.3,5.7,25.9,9.8,10.7,14,Sugarcane
Clayey,118.5,37.4,8,61,6,8.1,22.7,Soybean
Black,27.2,22.6,19,38.8,8.9,24.5,20.8,Groundnut
Red,33.6,32.7,12.3,84.8,9.7,12.1,22.5,Wheat
Peaty,367.6,34.4,14,40.3,11.1,10.1,24.2,Sesame
Peaty,153.8,23.2,8.1,47.9,6.7,11.4,15.6,Groundnut
Saline,176.1,32.7,18.6,78.8,10.9,3.9,25.6,Rice
Sandy,27,21,20,50.7,11.6,23.6,20.5,Wheat
Black,122.8,25.9,8.6,36.7,9.2,22,17.2,Mustard
Laterite,325.8,38.4,5.9,58.3,10.2,17.5,22.2,Maize
Clayey,253.9,23.4,6.6,78.8,7.2,22.1,15,Tur
Laterite,306.4,21.3,18.1,50.3,11.6,12.4,19.7,Sugarcane
Red,189.9,28.9,7.7,29.3,9.4,10.3,18.3,Wheat
Black,137.7,37,14.9,46.8,6.5,26.1,26,Wheat
Black,203.5,21.5,8.1,86.8,7.2,13.8,14.8,Sugarcane
Clayey,142.8,27.1,8.4,25,8.9,7.5,17.8,Groundnut
Alluvial,338.8,38,5.1,48.6,5.9,23,21.6,Sugarcane
Laterite,133.1,22.4,11.4,65.4,10,11.4,16.9,Groundnut
Calcareous,270.7,26.2,6.8,25.5,5.8,7.9,16.5,Maize
Peaty,72.1,35.6,12.9,44.1,8.7,2.8,24.2,Groundnut
Alluvial,281,30.9,17,85.8,9.6,29.2,24,Wheat
Calcareous,367.1,36.6,12.4,22.1,10.9,15.1,24.5,Cotton
Sandy,251.3,22.2,19.1,72.6,9.9,6.5,20.6,Bajra
Clayey,232.7,38.4,19.8,78.9,10.4,23.2,29.1,Barley
Sandy,385.2,38.7,18.9,39.4,11.3,26.9,28.8,Soybean
Peaty,258.4,23.1,23.7,35,8.8,16.8,23.4,Mustard
Loamy,118.6,20.7,9.7,84,10.8,2.8,15.2,Bajra
Calcareous,131.1,39.8,8.8,73.5,5.9,12.2,24.3,Barley
Alluvial,288,29.6,17.2,27.9,10.5,8.8,23.4,Wheat
Calcareous,299.5,31.4,16.9,34.9,5.8,19.8,24.2,Maize
Calcareous,135.3,32.3,15.2,63.5,11.5,16.5,23.8,Mustard
Clayey,151.2,35.8,5.1,49.4,6.6,12,20.4,Chana
Sandy,396.6,36.2,16.1,55.3,5.4,20.2,26.2,Bajra
Laterite,58.7,23.9,23.7,86.6,5.2,18.4,23.8,Chana
Loamy,173.8,24.7,11.7,49.4,5.5,27.4,18.2,Sugarcane
Clayey,43.7,37.5,24.4,81.7,7.6,18.7,31,Maize
Red,332,36.4,12.1,66.3,8.2,16.2,24.2,Barley
Clayey,55.1,32.4,7.8,28.5,11.3,25.1,20.1,Chana
Peaty,276.1,39.9,13,72.1,7,7.7,26.4,Soybean
Loamy,41.5,34.7,14.9,56.4,5.7,8.8,24.8,Sugarcane
Black,275.7,24.3,17.6,35.8,10,23.9,21,Maize
Red,340.4,36.9,15.1,40.3,5.1,14.4,26,Bajra
Saline,171.6,28.3,15.7,59,11.1,13.5,22,Bajra
Clayey,218.4,20.7,5.5,62.1,7.3,26.8,13.1,Soybean
Calcareous,172.6,26.4,10.1,87.8,8.9,19.1,18.2,Cotton
Laterite,134.2,35.3,11.2,79.8,5.5,24.5,23.2,Chana
Black,325.2,39.2,24.7,34.4,5.2,24.7,32,Cotton
Clayey,123.4,25.5,10.9,74.2,10.4,5.4,18.2,Sugarcane
Clayey,294.7,24.9,22.9,20.6,7.4,20.3,23.9,Wheat
Alluvial,98.4,31.3,11.1,29.1,11.9,28.7,21.2,Sugarcane
Alluvial,114.9,36.2,6.9,34,8.2,15.4,21.6,Wheat
Black,147.9,34.9,10,61.8,10.8,22.5,22.4,Soybean
Sandy,243.9,31.2,10.5,33.6,11.8,17.9,20.8,Mustard
Alluvial,192.7,32.6,24.6,45.6,6.2,7.7,28.6,Wheat
Calcareous,303.2,24.8,18.5,37,10.4,7.5,21.6,Groundnut
Red,101.2,28.7,23.6,43.6,4.2,14.1,26.2,Groundnut
Saline,24.1,25.1,21.7,86,9.4,15.5,23.4,Rice
Loamy,315.1,37.7,16.6,89.8,10,16.1,27.2,Soybean
Saline,332.2,22.3,18.5,68,7.8,28.7,20.4,Barley
Saline,42.6,33.6,17.5,60.1,5.3,4.8,25.6,Rice
Loamy,252.1,25.2,18.3,69.6,8.9,12.7,21.8,Rice
Alluvial,163.7,29.5,10.3,74,11.2,16.4,19.9,Mustard
Black,321.7,26,13.2,71.7,11.5,29,19.6,Maize
Loamy,352.3,26.5,16.9,25.7,10,16.1,21.7,Chana
Peaty,343.4,25.2,5.7,41.7,6.1,23.7,15.4,Cotton
Sandy,315.3,35.1,14.7,44,11,23,24.9,Sugarcane
Red,122.2,27.3,22.2,45.8,11.1,17.9,24.8,Groundnut
Laterite,328.5,34.5,14.8,44.1,6.9,5.7,24.6,Maize
Alluvial,222.7,29.1,16,75.1,5.5,8.1,22.6,Wheat
Sandy,40,30.9,9,72.3,11,8.7,20,Wheat
Loamy,193.6,30.9,20.9,20.3,11.1,3.1,25.9,Maize
Peaty,378,39.5,12.2,40.7,4.8,12.6,25.8,Mustard
Laterite,357.4,27.3,24.1,63.7,11.7,19.1,25.7,Chana
Red,58.9,24.2,24.9,28.4,8.3,6,24.5,Groundnut
Red,302.8,38.2,23.3,25,11.9,6.9,30.8,Maize
Alluvial,326.2,23.5,6.7,78,7.6,21.8,15.1,Wheat
Loamy,123.1,36.7,11.7,51.7,8.3,6.7,24.2,Maize
Sandy,199.2,23,23.9,79.9,6.1,5.8,23.4,Tur
Black,290.2,33.2,21.1,77.6,11.2,29.4,27.2,Cotton
Sandy,186.8,23,23.2,82.5,7.5,2.4,23.1,Groundnut
Sandy,62.9,38.5,16.5,23.4,10.5,11.1,27.5,Maize
Red,288.2,31.3,14.6,33,4.6,3,23,Sugarcane
Black,366.4,26.6,7.1,40.7,10.3,25.5,16.8,Mustard
Black,267.9,22.8,21.8,29.5,7.9,18.3,22.3,Maize
Alluvial,314,27.4,19.9,54,4,3.3,23.6,Sugarcane
Laterite,156.2,34.1,6.2,75.9,5.8,19.2,20.2,Rice
Clayey,89.6,27.7,9.2,86.6,5.5,5.4,18.4,Sugarcane
Saline,264.3,24.9,16.1,82.3,10,15.9,20.5,Cotton
Saline,144.6,31.5,18.7,52,7.8,20.7,25.1,Sesame
Red,346.8,28.4,7.8,64.6,5.3,6.2,18.1,Tur
Clayey,66.6,23.3,9.9,36.1,6.1,15.9,16.6,Mustard
Laterite,184.7,23.1,8.9,48.2,8,14.8,16,Tur
Clayey,170.8,34.1,9.4,81,4.2,27.6,21.8,Soybean
Alluvial,376.5,39.5,23.4,22,7.4,29.9,31.4,Barley
Sandy,78.2,24.7,19.3,57.3,9.4,20.3,22,Soybean
Red,23.7,35.5,19.7,81.1,8.1,25.9,27.6,Mustard
Black,110.5,21.8,20.9,28.5,8.8,20.1,21.4,Rice
Red,331.7,27.6,12.1,88.8,6.6,26.5,19.8,Maize
Saline,99.5,30.1,20.3,20.9,5.5,14.1,25.2,Maize
Laterite,111.5,25.4,24.6,82,10.5,19,25,Bajra
Clayey,69.4,30.6,19,44.8,11.2,25.7,24.8,Soybean
Laterite,291.9,37.7,13.3,29.3,8.1,27.7,25.5,Wheat
Alluvial,46.3,38.9,19.3,31,6.4,2.7,29.1,Chana
Red,145.9,22,23,69.1,8.1,4.9,22.5,Groundnut
Loamy,127.3,25.4,7.6,81,11,28.1,16.5,Sugarcane
Red,231,39.6,10.3,64.9,9.5,17.9,25,Groundnut
Black,297.6,25.4,23.4,85,10.9,29.7,24.4,Groundnut
Red,222.5,33.9,23.9,79,6.6,24.2,28.9,Groundnut
Peaty,373.8,25.1,14.7,20.6,9.7,24.9,19.9,Rice
Alluvial,381.5,27.1,12.5,66.9,9.2,12.8,19.8,Chana
Calcareous,157.4,23.8,10.7,41.3,8.6,9.2,17.2,Rice
Alluvial,315.5,37.1,15,51.8,8.2,18.8,26,Barley
Clayey,300.7,37.7,23.7,26.6,8.4,26.6,30.7,Sugarcane
Calcareous,359.3,25.9,8,39.7,10.8,22.3,17,Soybean
Clayey,190.2,36.5,13.4,64.3,11.3,15.2,25,Wheat
Clayey,221.6,27.2,23.2,35.3,4.9,23.1,25.2,Rice
Black,178,22,12,65.3,8.6,21.3,17,Sesame
Black,343.1,35.2,20.4,84.6,11.3,27.6,27.8,Cotton
Sandy,107.3,31.9,12.8,20.3,5.1,9.4,22.4,Barley
Saline,111.1,25.5,21.1,75,7.3,5.3,23.3,Cotton
Sandy,161.6,25.1,24.6,64.9,4.7,15.2,24.8,Mustard
Sandy,107.5,39.5,12.8,23.3,4.9,12.1,26.2,Soybean
Saline,233.2,37.3,21.9,75.3,11.2,29.3,29.6,Barley
Loamy,71.1,36.2,24.8,35.7,7.6,2.2,30.5,Wheat
Calcareous,141.7,22.6,24.7,38.6,9.5,28.1,23.6,Maize
Laterite,367.1,35.1,13.7,26.5,5.1,28.7,24.4,Tur
Sandy,175.5,24.3,14.7,57.4,4.2,3.4,19.5,Bajra
Red,304.3,39.5,11.1,54.9,11.1,26.9,25.3,Cotton
Red,63.1,21,11.3,44.3,8.6,15.2,16.2,Maize
Clayey,114.1,27,14.8,31.8,4.2,23.5,20.9,Wheat
Saline,326.8,28.6,9,78.7,11.9,4.2,18.8,Groundnut
Clayey,309.9,36.5,19.2,81.3,7.9,28.7,27.8,Maize
Peaty,166.7,35.3,15.7,57.8,7.8,19,25.5,Chana
Peaty,382.7,27.5,23,37.1,9,27.2,25.2,Sugarcane
Laterite,366,31.3,21.2,26.7,4.1,20.8,26.2,Sugarcane
Black,385.7,36.7,11.4,80.8,8.6,17,24,Sugarcane
Black,182.6,20.4,15.1,26.7,9,6.8,17.8,Tur
Saline,95,36,20,20.9,6.4,7,28,Wheat
Saline,258.1,38.9,8.9,52.9,9.8,15.2,23.9,Bajra
Sandy,280.2,20.6,5.6,71.2,7,26.4,13.1,Wheat
Peaty,67.7,20.9,22,52,9.7,5.2,21.4,Bajra
Sandy,318.9,26.9,7.8,23.6,5.2,30,17.3,Rice
Black,26.9,21.8,22.8,68.3,11.3,26.5,22.3,Barley
Calcareous,203.4,29.6,23.3,65,11,13,26.4,Chana
Calcareous,145.8,34.6,14.2,67.7,5.2,9.1,24.4,Chana
Saline,301.3,31.3,21.1,34.8,11.5,27.8,26.2,Soybean
Clayey,138.8,23.9,12.3,75.7,8.5,5.4,18.1,Sugarcane
Black,334.2,33.1,22.2,53.5,9.6,11.7,27.6,Cotton
Calcareous,246.1,33.7,21.5,57.5,10.7,4.3,27.6,Tur
Black,321.7,38.6,6.6,58.2,4.7,28.7,22.6,Mustard
Alluvial,395.9,22.9,16.7,40.1,5.4,19.3,19.8,Bajra
Red,278.1,33.8,17.8,37.5,6.3,11.4,25.8,Sesame
Peaty,394.3,38.2,5,20.3,7.8,9.7,21.6,Sesame
Sandy,31,30,24.6,47.8,6.8,14.4,27.3,Bajra
Black,148.5,27.2,13.1,54,8,4.6,20.2,Sugarcane
Red,61,23.4,15.3,72,5.5,26.9,19.4,Groundnut
Alluvial,119.7,37.3,8.9,24.7,9.5,16.3,23.1,Wheat
Sandy,338.8,27.9,17.2,84.7,4.4,22.3,22.5,Soybean
Black,32.3,38.5,21.2,38.5,6.9,8.5,29.8,Mustard
Saline,217.7,37,16.7,45.7,5.4,16.1,26.8,Rice
Red,235.5,27.5,20.8,23.4,9.8,7.9,24.2,Groundnut
Sandy,233.2,31.5,19.6,65.7,11.1,24.9,25.6,Sesame
Black,200.6,20.5,9.8,69.6,4.6,23.7,15.2,Tur
Red,320.4,25.3,13.7,85,10.3,6.1,19.5,Sesame
Alluvial,70.7,34.2,8,43.6,11.2,4.1,21.1,Groundnut
Black,138,33.6,5.8,38,11.8,25.1,19.7,Groundnut
Black,254,27.1,6.3,70.8,8.6,5.1,16.7,Wheat
Black,282.6,36.2,23.8,69.5,6.6,17.4,30,Cotton
Laterite,173.6,24.7,24.7,85.6,6.6,17,24.7,Rice
Saline,352.6,29.2,6.9,34.4,7,7.7,18,Bajra
Alluvial,177.9,29.5,11.7,69.4,8.9,18.6,20.6,Wheat
Sandy,173.1,26.8,7.3,24.7,7.9,16.1,17,Sesame
Laterite,33.8,39.1,21.7,53.6,9.2,16.3,30.4,Cotton
Clayey,229.4,33.9,14.9,28.4,4.3,12.1,24.4,Tur
Laterite,289.3,30.8,17.4,65.7,4.8,25.5,24.1,Rice
Peaty,63.5,30.2,15.8,62.1,11.8,4.4,23,Bajra
Peaty,136.1,23.2,19.2,23.4,12,14.3,21.2,Barley
Black,316.9,27.4,11.4,42.4,10,9.3,19.4,Barley
Laterite,159,33.5,7.7,47.7,6.1,25.8,20.6,Groundnut
Clayey,111.8,38.5,5.4,37.4,11.6,8.3,22,Sugarcane
Laterite,275.4,36.3,13.9,22.7,5.7,23.5,25.1,Soybean
Saline,94.8,26,23.2,42.3,9.9,19.1,24.6,Mustard
Saline,360.3,28.7,11.1,75.5,4.9,26.5,19.9,Soybean
Clayey,60.1,21.7,8.9,45.2,9.2,18.6,15.3,Rice
Laterite,288.5,22,23.5,42.6,10.1,17.6,22.8,Sugarcane
Red,209.8,29.4,7.1,85.9,10.9,24.4,18.2,Groundnut
Saline,350.6,30.6,6,22.9,9.9,17.7,18.3,Tur
Saline,68,25.3,22.6,73.7,11.4,25.6,24,Rice
Calcareous,277.6,32.9,19,53.8,8.2,3.4,26,Sugarcane
Laterite,237.4,34.1,13.4,86.1,9.4,15.9,23.8,Rice
Saline,202.4,26,20,47.5,7,24.8,23,Bajra
Alluvial,206.7,35.2,19.8,69.6,4.1,25.8,27.5,Wheat
Laterite,294.4,24.1,5.8,24.9,10.1,25.4,15,Chana
Peaty,376.3,30.9,18.5,85,11,18.9,24.7,Bajra
Calcareous,54.7,36.1,17.8,44.1,5.4,29.8,27,Rice
Saline,27.4,30.7,24.3,56.7,4.2,7.1,27.5,Barley
Calcareous,326.2,38.2,24.3,29.7,5.3,6.9,31.2,Chana
Peaty,61.1,21.2,12.6,86.2,11.2,2.9,16.9,Cotton
Clayey,394.9,31.8,16.8,67.1,6.4,29.7,24.3,Cotton
Clayey,255.4,31.2,7.8,23.8,5.9,11.7,19.5,Cotton
Laterite,267.3,33.2,6.3,30.9,4.1,23.3,19.8,Sugarcane
Peaty,95.6,36.7,13.7,48,6.4,3.7,25.2,Soybean
Loamy,111.3,34.5,18.8,35.2,9.7,10.4,26.6,Maize
Loamy,270.6,35.8,16.4,41.3,11.7,19.5,26.1,Sugarcane
Laterite,365.7,25.8,13.6,89.8,6.5,16.7,19.7,Cotton
Black,393.3,27.7,21.4,66.1,5.9,7.8,24.5,Soybean
Calcareous,95.3,32.5,20.9,84.6,11.1,14.9,26.7,Soybean
Calcareous,71,31.1,19.6,50.5,10.8,5,25.4,Maize
Clayey,41.4,39.2,6.5,69.7,6.6,17.2,22.8,Cotton
Loamy,350,23.7,20.9,52.2,4.6,4.7,22.3,Chana
Sandy,132,27,23.4,43,11.9,19.8,25.2,Mustard
Saline,20.7,31.5,6.2,56.3,9.4,6.4,18.8,Sugarcane
Saline,105.1,37.4,13,49.9,11.4,17.3,25.2,Soybean
Saline,149.4,38.6,24.8,88.6,6.7,5.6,31.7,Maize
Clayey,396.6,26.7,17,54.7,9.2,13.2,21.8,Tur
Peaty,218.9,21.3,15.3,76.8,9.4,11.9,18.3,Chana
Red,97.8,28.4,8.5,66.7,11,23.2,18.4,Groundnut
Loamy,147.2,27.9,16.3,53.6,11.9,20,22.1,Maize
Loamy,145.5,39.7,13.8,53.2,4.9,28.2,26.8,Maize
Sandy,27.5,28.6,7.5,43.9,9,27.8,18,Sesame
Calcareous,71.4,26.1,14.3,27.5,6.7,22.3,20.2,Barley
Black,284.2,27.3,8.3,73.3,10.5,23.6,17.8,Soybean
Laterite,65.7,27.9,19.6,84.3,10,19.5,23.8,Groundnut
Calcareous,107.7,36.4,24.5,35.3,11.1,21.4,30.4,Mustard
Peaty,153.3,21.6,14.4,84.8,6.7,19.3,18,Wheat
Laterite,307.9,26.3,17.6,36.3,5.5,10.7,22,Chana
Loamy,241.3,39.3,13.6,57.1,4.2,11.8,26.4,Maize
Peaty,281.8,23.1,7.8,44.1,6,18.1,15.4,Groundnut
Laterite,235.5,34.9,24.4,28,6.9,22.2,29.6,Tur
Sandy,279.8,27.1,7.6,23.7,11.6,13.4,17.4,Sugarcane
Sandy,21.1,31.6,7.2,45.6,7.9,6,19.4,Chana
Alluvial,373.7,22,14.2,23.3,8.5,14.9,18.1,Rice
Red,62.1,26.1,18.2,27.3,11,29,22.2,Sugarcane
Sandy,174.4,30,12.1,30,11.1,8,21,Mustard
Loamy,313,24.6,8.9,20.1,8.2,20.2,16.8,Chana
Black,185.4,30.8,21.4,30.7,4.9,29.5,26.1,Wheat
Saline,379.8,24.4,12.3,60.4,6.2,12.5,18.4,Groundnut
Alluvial,197.7,33,8.9,77.4,7.7,26.9,21,Wheat
Saline,352.5,38.1,12.3,33.5,10,26.2,25.2,Cotton
Red,328.1,21.7,9.3,25.7,9.7,11.5,15.5,Soybean
Laterite,392.8,24.3,15.4,71.1,9.1,4.8,19.8,Bajra
Clayey,372.1,36.9,18.4,20.6,11,7,27.6,Maize
Sandy,361.3,32.6,21,71.4,10.4,12.2,26.8,Barley
Black,298,21.6,9.6,29.2,11.9,28.9,15.6,Chana
Red,159.5,29.7,8.3,36,11.1,9.7,19,Chana
Saline,60.3,24.2,5.4,28.4,5.6,28,14.8,Barley
Alluvial,281.7,24,9.6,37.3,4.5,7.1,16.8,Mustard
Sandy,391.9,38.8,5.5,75.9,7.3,29.2,22.2,Rice
Loamy,296.1,35.2,11.9,29.3,8.9,10.2,23.6,Groundnut
Sandy,372.9,33.9,7.9,89.6,9.1,19.7,20.9,Cotton
Alluvial,325.6,24.8,16.6,42.9,6.1,4,20.7,Sugarcane
Alluvial,82,22.4,12.7,84.5,10.9,10.4,17.5,Sugarcane
Clayey,114.7,37.4,6.9,33.3,6.6,7.9,22.2,Wheat
Sandy,149.9,20.1,13,33.2,11.4,2.1,16.6,Mustard
Sandy,83.9,27.8,9.2,59.6,7.8,6.4,18.5,Chana
Clayey,241,25.6,18.6,23.5,4.1,18.6,22.1,Rice
Peaty,390.7,31.4,12.3,76.1,5.3,12.9,21.8,Maize
Peaty,309.4,25,7.9,50.8,4.8,22.2,16.4,Wheat
Laterite,180.9,26.2,12,68.9,4.4,20.8,19.1,Rice
Peaty,21.7,37,9.5,32.2,9.7,24.4,23.2,Sesame
Calcareous,139,32.1,20.9,65,5.5,26.3,26.5,Wheat
Sandy,220.2,22.9,24.7,61.6,10.7,25,23.8,Chana
Black,143.2,34.5,5.5,72.9,6.1,14.5,20,Sugarcane
Sandy,62.2,24.1,18.8,40.8,4.3,10.6,21.5,Cotton
Calcareous,188.3,28.7,10.3,85.3,10.6,16.1,19.5,Sesame
Calcareous,116.2,32.9,6.3,87.3,7.7,17,19.6,Mustard
Saline,365.5,25.4,5.3,80.8,8.8,10.8,15.4,Rice
Sandy,58.7,27.7,22.6,60,6.7,17.1,25.2,Cotton
Red,38.7,34.7,12.1,49.4,4.4,5,23.4,Mustard
Calcareous,22,38.8,24.9,24.1,7,8.5,31.8,Chana
Black,144.7,30.6,13.8,86.3,8.1,22.9,22.2,Barley
Clayey,270.9,20.2,8.8,86.6,4.1,7.1,14.5,Groundnut
Laterite,297.6,26.8,20.5,21.3,8.6,5.9,23.6,Chana
Saline,192.2,28,23.5,45,11.1,10,25.8,Sugarcane
Clayey,280,26.8,21.3,81.6,5.7,12.4,24,Soybean
Saline,156.8,28.7,19.9,25.7,11.4,11.2,24.3,Sesame
Black,273.8,32.7,11.7,33.8,4.8,12.5,22.2,Sesame
Alluvial,35.4,22.4,6.3,88.5,10.6,5.9,14.4,Chana
Sandy,168.5,25.5,9,79.3,10.7,6.6,17.2,Rice
Loamy,320.5,30.2,13.9,83.8,6.1,8.6,22,Cotton
Red,325.1,26.3,24.1,30,11.7,13.3,25.2,Tur
Clayey,292.1,39.8,19.5,34.8,7.3,11.4,29.6,Sesame
Sandy,97.6,28.6,21.6,62.4,5.1,24.2,25.1,Bajra
Red,113.9,37.4,10.5,55.1,8.7,16.7,24,Groundnut
Alluvial,398.5,37.9,18.7,40.9,12,18.1,28.3,Tur
Loamy,59.3,36.7,22.2,81.9,11.2,17.7,29.4,Maize
Red,88.7,20.9,14.6,83.1,6.2,13.2,17.8,Soybean
Red,69.4,39,13.6,40.4,8.6,29.5,26.3,Soybean
Clayey,144.5,22.6,19.4,30.9,4.9,3,21,Sesame
Peaty,99.9,20.7,16.2,30.4,7.7,8,18.4,Soybean
Loamy,209.1,28.3,24.9,53.9,8.2,10,26.6,Maize
Sandy,200.9,23.9,13.5,29.3,6.5,26.7,18.7,Groundnut
Alluvial,362.6,23.7,8.5,53.1,7.9,27.7,16.1,Sugarcane
Loamy,33.2,25.8,14.4,52.3,11.4,25.7,20.1,Soybean
Black,141.6,25,9.7,81.9,8,13.7,17.4,Cotton
Peaty,246.7,33.7,16.2,40.7,10.6,27.6,25,Chana
Black,249.8,23.7,7.5,59.2,6.5,4.8,15.6,Maize
Alluvial,202.4,30.9,24,72,11.8,20.3,27.4,Wheat
Clayey,330,39.7,22.2,61.7,4.7,28.2,31,Bajra
Clayey,43.8,28.6,8.1,86.8,8.7,23.1,18.4,Soybean
Alluvial,329.9,32.8,8.4,62.2,10.3,9.8,20.6,Groundnut
Saline,208,39.4,15.2,83.1,10.5,22.1,27.3,Chana
Alluvial,70.8,22.8,20.5,37.2,5.6,10.3,21.6,Rice
Peaty,356.6,28.4,9.4,59.3,7.2,5.1,18.9,Rice
Calcareous,266.7,37,6.2,58,9,22.1,21.6,Bajra
Clayey,82.1,38.6,15.9,89.3,6.5,7,27.2,Wheat
Laterite,32.8,32,18.8,34.3,9.3,5.1,25.4,Cotton
